DateTime4,LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Speed (m/s),Temperature,DewPoint,Humidity,Pressure
08-08-2018 10.50,881.6485799,948.9733431,6.845083714,84,68,58,29.64
08-08-2018 11.20,1309.884643,1452.767997,7.855138302,86,66,51,29.64
08-08-2018 11.50,986.676819,1051.667326,7.068535328,88,66,49,29.61
08-08-2018 12.20,1231.317179,1352.013532,7.615592321,88,64,46,29.61
08-08-2018 12.50,2618.884074,3003.702412,10.62785244,88,63,43,29.61
08-08-2018 13.20,3202.979085,3475.94855,11.81553682,90,64,43,29.61
08-08-2018 13.50,3195.307699,3460.102343,11.78934352,90,66,46,29.61
08-08-2018 14.20,3136.547689,3439.16189,11.64890003,90,68,49,29.61
08-08-2018 14.50,3148.570312,3423.176503,11.61681366,86,66,51,29.61
08-08-2018 15.20,2989.449707,3322.780801,11.39173317,86,70,58,29.61
08-08-2018 15.50,3220.923991,3499.537714,11.92832311,84,68,58,29.61
08-08-2018 16.20,2711.709066,3111.022828,10.80373478,86,68,55,29.61
08-08-2018 16.50,2647.399333,3072.114991,10.52164301,84,70,62,29.61
08-08-2018 17.20,2874.55363,3206.808646,10.97280693,84,70,62,29.61
08-08-2018 17.50,2882.737631,3155.044406,10.87394874,84,72,66,29.61
08-08-2018 18.20,2178.962036,2448.847103,9.581172942,82,72,70,29.61
08-08-2018 18.50,2976.661702,3319.159929,11.26391983,81,72,74,29.61
08-08-2018 19.20,2764.835368,3166.627612,10.85276349,81,72,74,29.61
08-08-2018 19.50,2690.757975,3212.266049,10.88422648,79,72,78,29.64
08-08-2018 20.20,2771.178385,3208.159616,10.92449665,79,72,78,29.64
08-08-2018 20.50,2122.269979,2471.792176,9.541319212,79,72,78,29.64
08-08-2018 21.20,2134.639241,2475.285097,9.529276212,79,72,78,29.64
08-08-2018 21.50,2635.681315,3130.62226,10.65475972,79,72,78,29.67
08-08-2018 22.20,2257.958333,2564.923976,9.658800444,79,72,78,29.67
08-08-2018 22.50,2336.109985,2752.151205,9.990237553,77,72,83,29.67
08-08-2018 23.20,2091.051636,2440.634187,9.470683098,77,72,83,29.64
08-08-2018 23.50,2560.713949,3001.550154,10.42041556,77,72,83,29.64
09-08-2018 0.20,2737.051676,3156.511927,10.71445338,70,64,83,29.61
09-08-2018 0.50,2628.153646,3071.913589,10.58091164,68,64,88,29.64
09-08-2018 1.20,3020.409261,3391.63849,11.38641008,68,64,88,29.64
09-08-2018 1.50,2520.083008,2933.018874,10.27080091,68,64,88,29.64
09-08-2018 2.20,2328.037353,2618.041023,9.733541808,68,64,88,29.64
09-08-2018 2.50,2635.966064,3020.860512,10.44396019,50,43,88,29.64
09-08-2018 3.20,2607.182373,2902.185368,10.25359313,50,43,88,29.64
09-08-2018 3.50,2294.279297,2547.622124,9.631786665,68,64,88,29.64
09-08-2018 4.20,3224.414307,3477.307168,11.84033998,68,64,88,29.64
09-08-2018 4.50,2511.462972,2796.520094,10.03316593,66,64,94,29.64
09-08-2018 5.20,1999.243042,2089.289009,8.909656842,66,64,94,29.64
09-08-2018 5.50,2194.191325,2469.123663,9.508182844,68,64,88,29.64
09-08-2018 5.50,2194.191325,2469.123663,9.508182844,66,64,94,29.64
09-08-2018 6.20,1959.15629,2260.253105,9.168183646,66,64,94,29.64
09-08-2018 6.20,1959.15629,2260.253105,9.168183646,66,63,88,29.64
09-08-2018 6.50,958.5252483,988.7173056,6.912592411,66,64,94,29.64
09-08-2018 7.20,877.0936076,950.3413858,6.840126355,68,64,88,29.64
09-08-2018 7.50,1251.070313,1290.105212,7.55466938,70,64,83,29.64
09-08-2018 8.20,1192.668986,1294.473212,7.565862656,72,64,78,29.64
09-08-2018 8.50,1062.142863,1149.498486,7.261853695,73,64,73,29.64
09-08-2018 9.20,1051.098409,1128.617384,7.201199373,75,64,69,29.67
09-08-2018 9.50,1304.785685,1447.121304,7.849169572,70,61,73,29.7
09-08-2018 10.20,1311.053019,1375.414961,7.717218399,70,57,64,29.67
09-08-2018 10.50,1584.033976,1743.302222,8.352400462,70,57,64,29.67
09-08-2018 11.20,1870.481649,2132.034298,8.980120341,70,57,64,29.67
09-08-2018 11.50,2046.711995,2415.163278,9.419400215,70,57,64,29.67
09-08-2018 12.20,2647.73641,3041.036809,10.54513232,75,59,57,29.67
09-08-2018 12.50,3368.599365,3539.703805,12.16780981,79,55,44,29.67
09-08-2018 13.20,3346.754313,3503.226918,12.01544984,79,55,44,29.67
09-08-2018 13.50,2919.50765,3284.587547,11.06140995,79,57,47,29.67
09-08-2018 14.20,2713.468343,3103.671296,10.59262021,79,57,47,29.64
09-08-2018 14.50,2504.722901,2859.022285,10.132212,79,59,51,29.64
09-08-2018 15.20,2669.975993,2952.984786,10.51474858,79,57,47,29.64
09-08-2018 15.50,3031.088379,3324.815394,11.2342666,77,57,50,29.64
09-08-2018 16.20,3171.145589,3396.000191,11.4848334,79,59,51,29.64
09-08-2018 16.50,2998.343343,3288.957378,11.07798322,79,59,51,29.64
09-08-2018 17.20,3159.886637,3413.229596,11.47049999,77,59,54,29.64
09-08-2018 17.50,3351.507406,3538.062446,12.20882034,75,61,61,29.64
09-08-2018 18.20,3267.420654,3490.319234,11.85349019,73,59,61,29.64
09-08-2018 18.50,3451.820719,3589.106689,12.66893006,73,57,57,29.67
09-08-2018 19.20,3517.566651,3592.904411,12.96341991,72,59,64,29.67
09-08-2018 19.50,3592.351318,3600,14.31287988,72,59,64,29.67
09-08-2018 20.20,3544.528971,3600,13.3538634,70,59,68,29.67
09-08-2018 20.50,3186.858317,3454.138378,11.68694687,70,59,68,29.67
09-08-2018 21.20,3025.361328,3235.087572,11.00932312,68,57,68,29.67
09-08-2018 21.50,2993.435303,3271.075828,11.01635679,68,57,68,29.67
09-08-2018 22.20,3298.787272,3498.981712,11.89382998,68,57,68,29.67
09-08-2018 22.50,3091.772054,3411.295933,11.61155669,68,59,73,29.67
09-08-2018 23.20,2854.031331,3213.068331,11.00814343,70,57,64,29.67
09-08-2018 23.50,3360.971354,3537.328691,12.26909351,68,57,68,29.67
10-08-2018 0.20,3372.244629,3546.319208,12.25955677,59,55,88,29.67
10-08-2018 0.50,3460.274007,3580.161429,12.69387976,57,54,88,29.67
10-08-2018 1.20,3499.767659,3596.266908,13.03025659,57,54,88,29.67
10-08-2018 1.50,3519.751628,3599.112095,13.13186677,55,54,94,29.67
10-08-2018 2.20,3560.284099,3598.820983,13.26140022,55,54,94,29.67
10-08-2018 2.50,3540.19165,3595.376127,13.04633681,50,43,88,29.64
10-08-2018 3.20,3554.475667,3599.228769,13.20652358,50,43,88,29.64
10-08-2018 3.50,3566.577636,3600,13.48832003,55,54,94,29.67
10-08-2018 4.20,3585.809977,3600,13.76183351,54,52,94,29.67
10-08-2018 4.50,3574.447998,3600,13.57549318,55,54,94,29.67
10-08-2018 5.20,3602.256348,3600,14.63278008,55,54,94,29.67
10-08-2018 5.50,3583.723307,3600,14.31157017,54,52,94,29.67
10-08-2018 5.50,3583.723307,3600,14.31157017,55,54,94,29.67
10-08-2018 6.20,3332.786295,3527.81813,12.08780988,55,54,94,29.67
10-08-2018 6.20,3332.786295,3527.81813,12.08780988,57,54,88,29.67
10-08-2018 6.50,3047.15625,3360.480774,11.29391702,57,54,88,29.67
10-08-2018 7.20,2854.847005,3240.469668,11.00606346,57,54,88,29.67
10-08-2018 7.50,3033.233317,3346.279454,11.33855693,61,55,82,29.67
10-08-2018 8.20,2515.651367,2954.654822,10.28924306,63,55,77,29.67
10-08-2018 8.50,2800.67041,3187.29577,10.90489992,64,57,77,29.7
10-08-2018 9.20,2243.954631,2434.92182,9.445694448,66,57,73,29.7
10-08-2018 9.50,2859.876627,3242.89269,10.93054326,66,57,73,29.7
10-08-2018 10.20,2163.643718,2219.910692,9.117609342,68,55,64,29.7
10-08-2018 10.50,2330.232666,2517.524318,9.595814068,70,55,60,29.7
10-08-2018 11.20,3056.513021,3349.420706,11.49129359,70,54,56,29.7
10-08-2018 11.50,3259.68693,3518.228041,11.99663671,70,54,56,29.7
10-08-2018 12.20,3317.518392,3509.06773,11.98594347,70,57,64,29.7
10-08-2018 12.50,3118.795329,3428.95466,11.53242652,70,54,56,29.7
10-08-2018 13.20,3336.229655,3528.368176,12.13440673,72,55,57,29.67
10-08-2018 13.50,3484.861979,3595.940033,13.17149321,72,55,57,29.67
10-08-2018 14.20,3491.708008,3578.240052,12.70991325,72,54,53,29.67
10-08-2018 14.50,3500.918701,3595.098576,12.95646318,70,54,56,29.7
10-08-2018 15.20,3475.62264,3592.609042,12.75889683,72,54,53,29.67
10-08-2018 15.50,3594.924967,3600,14.57941341,72,54,53,29.67
10-08-2018 16.20,3596.656006,3600,14.11051655,70,54,56,29.67
10-08-2018 16.50,3502.246989,3586.615266,12.62324651,68,54,60,29.7
10-08-2018 17.20,3432.34432,3548.905394,12.22134336,68,55,64,29.7
10-08-2018 17.50,3563.217692,3600,13.38263671,66,55,68,29.7
10-08-2018 18.20,3587.297363,3600,13.79243692,64,55,73,29.7
10-08-2018 18.50,3603.224691,3600,15.20049667,64,57,77,29.7
10-08-2018 19.20,3591.516683,3600,15.27444998,64,57,77,29.7
10-08-2018 19.50,3603.694987,3600,15.74617036,63,57,82,29.7
10-08-2018 20.20,3603.08431,3600,14.59807015,63,57,82,29.7
10-08-2018 20.50,3603.845378,3600,14.83572356,61,57,88,29.72
10-08-2018 21.20,3603.405273,3600,15.6222798,61,57,88,29.72
10-08-2018 21.50,3603.458008,3600,16.26022339,61,57,88,29.72
10-08-2018 22.20,3603.533041,3600,15.71787008,61,57,88,29.72
10-08-2018 22.50,3601.766683,3600,14.96974341,61,55,82,29.72
10-08-2018 23.20,3596.565023,3600,14.27536043,61,55,82,29.72
10-08-2018 23.50,3600.724284,3600,15.0798432,59,55,88,29.72
11-08-2018 0.20,3598.410726,3600,14.83802001,54,50,88,29.81
11-08-2018 0.50,3483.048991,3568.294548,13.1852932,54,50,88,29.81
11-08-2018 1.20,3591.290039,3600,14.37565009,52,50,94,29.81
11-08-2018 1.50,3599.139404,3600,14.52367687,54,50,88,29.78
11-08-2018 2.20,3598.570964,3600,14.55457338,54,50,88,29.78
11-08-2018 2.50,3601.360026,3600,14.47260348,54,52,94,29.78
11-08-2018 3.20,3602.173014,3600,14.79177666,52,50,94,29.78
11-08-2018 3.50,3598.082357,3600,14.27667999,52,50,94,29.78
11-08-2018 4.20,3593.246989,3600,14.28854688,52,50,94,29.78
11-08-2018 4.50,3595.694662,3600,14.07894326,50,50,100,29.78
11-08-2018 5.20,3602.701009,3600,14.62270006,50,50,100,29.78
11-08-2018 5.50,3601.504313,3600,15.38818995,52,50,94,29.78
11-08-2018 6.20,3592.924316,3600,14.88813019,52,50,94,29.78
11-08-2018 6.50,3590.745687,3600,14.08868694,54,52,94,29.78
11-08-2018 7.20,2744.004028,3600,13.75927003,54,52,94,29.78
11-08-2018 7.50,3599.482015,3600,14.8063933,54,52,94,29.81
11-08-2018 8.20,3601.78833,3600,14.86920007,55,52,88,29.81
11-08-2018 8.50,3604.059245,3600,15.80445321,57,54,88,29.81
11-08-2018 9.20,3595.748372,3600,14.75772635,57,54,88,29.81
11-08-2018 9.50,3597.838623,3600,14.08969688,57,54,88,29.81
11-08-2018 10.20,3439.328613,3512.441905,12.76202647,57,54,88,29.81
11-08-2018 10.50,2673.681397,2792.972658,10.38217926,59,54,82,29.81
11-08-2018 11.20,3189.635335,3450.995683,11.62419001,61,55,82,29.78
11-08-2018 11.50,3261.258626,3478.241132,11.83713659,63,55,77,29.78
11-08-2018 12.20,3482.787353,3593.667087,13.03165309,63,54,72,29.78
11-08-2018 12.50,3145.104655,3449.64639,11.62849013,63,54,72,29.78
11-08-2018 13.20,3455.727621,3566.356775,12.4200964,63,54,72,29.75
11-08-2018 13.50,3551.510335,3598.472431,13.27105331,64,54,68,29.75
11-08-2018 14.20,3558.061361,3598.684228,13.22382005,64,54,68,29.75
11-08-2018 14.50,3511.779948,3592.356008,12.83679676,63,54,72,29.75
11-08-2018 15.20,3515.08431,3596.106715,12.96813329,63,54,72,29.75
11-08-2018 15.50,3512.828695,3589.52005,12.89447339,61,54,77,29.75
11-08-2018 16.20,3508.261719,3600,13.06455994,61,54,77,29.75
11-08-2018 16.50,3575.774414,3595.217233,13.16346677,61,54,77,29.75
11-08-2018 17.20,3533.268311,3587.790778,12.86401018,59,54,82,29.75
11-08-2018 17.50,3578.26766,3597.393968,13.24954669,59,54,82,29.75
11-08-2018 18.20,3531.660644,3579.271377,12.84923013,59,54,82,29.78
11-08-2018 18.50,3564.938639,3600,13.27728653,59,54,82,29.78
11-08-2018 19.20,3581.597982,3596.573678,13.2442131,59,54,82,29.78
11-08-2018 19.50,3481.488037,3577.159545,12.52494017,59,54,82,29.78
11-08-2018 20.20,3523.95402,3585.733756,12.6300265,59,54,82,29.78
11-08-2018 20.50,3594.294352,3599.216497,13.20864995,59,54,82,29.78
11-08-2018 21.20,3600.675619,3600,14.01099332,59,54,82,29.78
11-08-2018 21.50,3604.307699,3600,13.3213234,57,54,88,29.78
11-08-2018 22.20,3604.172282,3600,13.45101992,57,54,88,29.78
11-08-2018 22.50,3602.773926,3600,13.38008658,57,54,88,29.78
11-08-2018 23.20,3582.804687,3595.015429,13.1123333,57,54,88,29.78
11-08-2018 23.50,3603.849609,3597.292091,13.00819651,57,54,88,29.78
12-08-2018 0.20,3571.208984,3600,13.06831996,36,28,75,29.81
12-08-2018 0.50,3508.986979,3591.148705,12.82155673,36,28,75,29.78
12-08-2018 1.20,3581.152018,3598.479696,13.28713671,34,28,81,29.78
12-08-2018 1.50,3555.829346,3600,13.22622999,36,28,75,29.78
12-08-2018 2.20,3572.20931,3599.165586,13.12681008,36,28,75,29.75
12-08-2018 2.50,3571.098958,3594.775808,12.9808267,34,30,87,29.75
12-08-2018 3.20,3585.597982,3600,13.30273978,34,28,81,29.75
12-08-2018 3.50,3594.896647,3600,13.87242985,34,28,81,29.72
12-08-2018 4.20,3557.70931,3595.932182,13.07769966,34,28,81,29.72
12-08-2018 4.50,3346.442301,3585.966381,12.60507329,34,28,81,29.72
12-08-2018 5.20,3012.583333,3394.36321,11.54991659,34,28,81,29.72
12-08-2018 5.50,2698.413981,3217.808566,10.85597006,34,27,75,29.7
12-08-2018 6.20,2168.513631,2561.770146,9.697352409,32,28,87,29.72
12-08-2018 6.50,2346.836995,2761.699248,9.997447651,34,28,81,29.72
12-08-2018 7.20,2603.259766,2907.797462,10.32904212,34,28,81,29.72
12-08-2018 7.50,2732.850993,3093.775938,10.56925964,34,28,81,29.72
12-08-2018 8.20,2710.969727,3142.59424,10.71401342,36,30,81,29.72
12-08-2018 8.50,2628.902995,2980.565342,10.41682657,37,30,75,29.72
12-08-2018 9.20,1934.420329,2056.391324,8.854734103,41,30,65,29.72
12-08-2018 9.50,1821.24235,1883.440877,8.577091694,41,30,65,29.72
12-08-2018 10.20,2226.160034,2520.829146,9.589831353,43,30,61,29.72
12-08-2018 10.50,2777.647705,3238.345713,10.93008677,45,30,57,29.72
12-08-2018 11.20,2486.978353,2876.528873,10.19991493,46,27,46,29.7
12-08-2018 11.50,1879.658,2147.077916,9.011687279,46,27,46,29.7
12-08-2018 12.20,1723.458333,1887.200267,8.585389773,48,27,43,29.67
12-08-2018 12.50,1953.725301,2229.530247,9.13150533,48,25,40,29.67
12-08-2018 13.20,1960.759644,2295.18439,9.232383092,50,27,40,29.64
12-08-2018 13.50,1994.661011,2335.478028,9.295105299,50,28,43,29.64
12-08-2018 14.20,2385.914062,2692.352453,9.853112854,50,28,43,29.64
12-08-2018 14.50,2809.546712,3167.180099,10.88148022,50,27,40,29.64
12-08-2018 15.20,2802.040934,3156.768731,10.73256365,50,28,43,29.64
12-08-2018 15.50,2742.33667,3031.415088,10.49020577,50,28,43,29.64
12-08-2018 16.20,2884.990642,3274.877876,11.03134664,48,28,46,29.64
12-08-2018 16.50,3013.012614,3293.824304,11.12183348,48,30,50,29.64
12-08-2018 17.20,3070.605713,3388.742037,11.42229017,46,32,57,29.64
12-08-2018 17.50,2686.861003,3075.771405,10.56154346,46,32,57,29.64
12-08-2018 18.20,2830.020427,3230.097587,10.90791639,43,32,66,29.64
12-08-2018 18.50,3147.580322,3465.173126,11.69619687,43,32,66,29.64
12-08-2018 19.20,3492.419027,3585.591361,12.67081992,43,32,66,29.61
12-08-2018 19.50,3487.888672,3598.605353,12.99166647,43,32,66,29.61
12-08-2018 20.20,3532.909017,3596.178045,13.01034355,43,34,70,29.61
12-08-2018 20.50,3398.855713,3521.829457,12.24090672,45,34,66,29.64
12-08-2018 21.20,3523.761637,3589.997206,12.82617347,43,34,70,29.61
12-08-2018 21.50,3524.46932,3590.476995,12.70265325,41,32,70,29.61
12-08-2018 22.20,3481.750977,3586.02279,12.7178634,41,34,76,29.61
12-08-2018 22.50,3543.468343,3595.468418,13.01844692,39,34,81,29.61
12-08-2018 23.20,3486.795654,3580.479598,12.57038307,43,34,70,29.61
12-08-2018 23.50,3575.322998,3598.73523,13.2123998,46,37,71,29.61
13-08-2018 0.20,3500.170329,3581.476352,12.63986683,70,59,68,29.67
13-08-2018 0.50,3393.546712,3544.064479,12.16444334,68,59,73,29.67
13-08-2018 1.20,3438.025635,3557.20671,12.26991971,68,59,73,29.67
13-08-2018 1.50,3525.312663,3597.403654,12.97200997,68,59,73,29.64
13-08-2018 2.20,3589.245362,3600,13.21971321,68,59,73,29.64
13-08-2018 2.50,3414.950358,3551.326411,12.29428991,50,43,88,29.64
13-08-2018 3.20,3289.465332,3557.19809,12.26488336,50,43,88,29.64
13-08-2018 3.50,3205.209717,3509.024095,11.94000022,68,59,73,29.64
13-08-2018 4.20,2959.460693,3321.955954,11.20863692,66,57,73,29.64
13-08-2018 4.50,2686.378337,3154.405592,10.70924346,66,57,73,29.64
13-08-2018 5.20,2696.85197,3133.812919,10.68078009,66,57,73,29.64
13-08-2018 5.50,2597.961344,2981.806066,10.48418522,66,57,73,29.64
13-08-2018 6.20,2656.341634,3040.09175,10.54748853,66,57,73,29.64
13-08-2018 6.50,1998.644694,2213.880899,9.103691419,68,57,68,29.64
13-08-2018 7.20,2992.856933,3343.769558,11.23203659,70,57,64,29.64
13-08-2018 7.50,2757.867676,3151.849204,10.71723652,73,57,57,29.64
13-08-2018 8.20,2668.293701,3018.529836,10.47870413,75,57,53,29.64
13-08-2018 8.50,2779.630046,3189.516779,10.8173132,75,57,53,29.64
13-08-2018 9.20,2954.756592,3297.345934,11.13577016,77,57,50,29.64
13-08-2018 9.50,2715.56665,3076.321174,10.63753891,79,57,47,29.64
13-08-2018 10.20,3246.576985,3491.036649,11.88132318,79,57,47,29.64
13-08-2018 10.50,3214.077311,3525.224045,12.02585983,81,57,45,29.64
13-08-2018 11.20,2585.339355,3034.383407,10.49719906,81,55,42,29.64
13-08-2018 11.50,1700.552694,1711.500536,8.288920402,81,55,42,29.64
13-08-2018 12.20,1871.89331,1921.984371,8.649234772,82,57,42,29.64
13-08-2018 12.50,1720.395996,1760.15019,8.384594917,82,55,39,29.61
13-08-2018 13.20,1783.897664,1808.016045,8.439246495,82,57,42,29.61
13-08-2018 13.50,1748.230631,1853.184356,8.539268175,82,57,42,29.61
13-08-2018 14.20,1395.289306,1423.508115,7.778407574,82,57,42,29.61
13-08-2018 14.50,1447.671346,1540.205983,8.000481446,82,57,42,29.58
13-08-2018 15.20,1190.563355,1219.456234,7.42094326,82,57,42,29.58
13-08-2018 15.50,1572.511027,1773.994888,8.401595116,82,59,45,29.58
13-08-2018 16.20,2319.263672,2852.633244,10.10146268,81,57,45,29.58
13-08-2018 16.50,2557.892334,3047.031184,10.57037385,81,57,45,29.58
13-08-2018 17.20,2641.684326,3197.1061,10.80514018,79,57,47,29.58
13-08-2018 17.50,3104.379964,3497.611828,11.8663133,79,59,51,29.55
13-08-2018 18.20,2936.881999,3437.933551,11.59246985,77,61,57,29.58
13-08-2018 18.50,2821.919352,3323.517523,11.1676836,75,61,61,29.58
13-08-2018 19.20,2920.952962,3409.616167,11.45471001,75,61,61,29.58
13-08-2018 19.50,3086.100667,3573.91166,12.50224654,73,61,65,29.58
13-08-2018 20.20,2966.111979,3524.410615,12.03192679,73,61,65,29.58
13-08-2018 20.50,2560.901367,3363.87295,11.28787009,72,61,69,29.58
13-08-2018 21.20,2208.763021,2668.846027,9.814806303,72,61,69,29.58
13-08-2018 21.50,2462.55127,3006.16239,10.68278344,72,61,69,29.58
13-08-2018 22.20,2795.947591,3506.387018,11.93573984,70,61,73,29.58
13-08-2018 22.50,2852.059001,3396.671745,11.40760009,70,61,73,29.58
13-08-2018 23.20,2920.969727,3451.720113,11.64826012,70,61,73,29.58
13-08-2018 23.50,2743.249268,3341.252352,11.28294341,70,61,73,29.58
14-08-2018 0.20,2858.475016,3390.092911,11.44511,68,61,78,29.58
14-08-2018 0.50,2707.752686,3265.656167,11.03441366,68,61,78,29.58
14-08-2018 1.20,2785.543294,3314.648574,11.14061356,68,61,78,29.55
14-08-2018 1.50,2276.559977,2838.453204,10.09519164,66,61,83,29.55
14-08-2018 2.20,1945.292318,2393.375655,9.386585871,66,61,83,29.55
14-08-2018 2.50,2196.953939,2770.242549,9.971589088,50,43,88,29.64
14-08-2018 3.20,2082.312378,2608.523958,9.727704049,50,43,88,29.64
14-08-2018 3.50,1937.142293,2400.453712,9.411276817,66,61,83,29.55
14-08-2018 4.20,1281.613322,1539.003986,7.999983946,68,61,78,29.55
14-08-2018 4.50,807.6887207,994.6823881,6.951131026,66,61,83,29.55
14-08-2018 5.20,662.0037232,819.0579469,6.525223414,68,61,78,29.55
14-08-2018 5.50,427.8860983,531.6737269,5.704282602,68,61,78,29.55
14-08-2018 6.20,189.2583669,236.0663105,4.549352646,66,61,83,29.55
14-08-2018 6.50,157.6070887,195.4364081,4.334698598,68,63,83,29.55
14-08-2018 7.20,53.74992625,58.54290303,3.536080678,70,63,78,29.55
14-08-2018 7.50,1.140112003,15.39164398,2.942654292,73,64,73,29.55
14-08-2018 8.20,0,0,2.527423382,73,64,73,29.55
14-08-2018 8.50,0,7.70828207,2.523693005,77,64,65,29.55
14-08-2018 9.20,0,0,2.360063036,77,64,65,29.58
14-08-2018 9.50,0.492910981,14.09816733,2.866780043,79,64,61,29.58
14-08-2018 10.20,284.7597605,294.2592591,4.756326358,79,64,61,29.58
14-08-2018 10.50,872.2485249,968.6295208,6.63284874,81,64,58,29.58
14-08-2018 11.20,627.7947795,621.2746745,5.985078812,81,64,58,29.55
14-08-2018 11.50,926.6935221,958.4307064,6.854799429,81,64,58,29.55
14-08-2018 12.20,1131.487345,1200.93144,7.384621938,84,63,48,29.55
14-08-2018 12.50,1065.233317,1159.052131,7.30091842,88,63,43,29.55
14-08-2018 13.20,975.3529256,1058.997125,7.093230089,86,61,43,29.52
14-08-2018 13.50,872.759847,940.3742838,6.825019995,88,59,38,29.52
14-08-2018 14.20,789.9937948,848.4774236,6.594518979,86,59,40,29.52
14-08-2018 14.50,699.6931966,800.48057,6.485797882,86,57,37,29.52
14-08-2018 15.20,812.9968465,958.9643518,6.862626235,86,54,33,29.52
14-08-2018 15.50,1819.557617,2134.048643,8.990628243,86,54,33,29.52
14-08-2018 16.20,2064.229411,2495.746484,9.542860349,84,54,35,29.52
14-08-2018 16.50,2469.396647,3134.284694,10.70626005,84,55,37,29.52
14-08-2018 17.20,2406.746663,3072.694396,10.53361002,82,59,45,29.52
14-08-2018 17.50,2632.09196,3293.811967,11.0657231,82,61,48,29.52
14-08-2018 18.20,2423.006918,3115.592678,10.65314993,81,63,54,29.52
14-08-2018 18.50,2986.953613,3526.258079,12.05585003,79,64,61,29.52
14-08-2018 19.20,2796.66569,3374.067412,11.32499981,77,64,65,29.52
14-08-2018 19.50,2541.973958,3281.763887,11.04163329,77,66,69,29.52
14-08-2018 20.20,2616.629964,3319.35836,11.14774672,75,66,73,29.52
14-08-2018 20.50,2074.285319,2591.117183,9.743165334,75,66,73,29.52
14-08-2018 21.20,2045.363729,2693.255731,9.869966189,75,66,73,29.52
14-08-2018 21.50,2246.108724,3288.617084,11.04907036,75,66,73,29.52
14-08-2018 22.20,1981.565023,2927.454507,10.26106517,73,66,78,29.52
14-08-2018 22.50,1967.509318,2897.410266,10.18163299,73,66,78,29.52
14-08-2018 23.20,1054.127136,1385.136614,7.488412857,73,66,78,29.52
14-08-2018 23.50,873.8805136,1034.031419,6.987089952,73,66,78,29.52
15-08-2018 0.20,705.9513346,832.2428961,6.438384056,72,66,83,29.52
15-08-2018 0.50,909.6839194,1262.302487,7.505194982,72,66,83,29.52
15-08-2018 1.20,1346.904663,1793.680494,8.441582044,72,66,83,29.52
15-08-2018 1.50,1412.403361,1732.52256,8.342809041,72,66,83,29.49
15-08-2018 2.20,1222.902995,1481.391006,7.906886736,72,66,83,29.49
15-08-2018 2.50,808.5384521,1045.395857,7.058069706,50,43,88,29.64
15-08-2018 3.20,1196.255045,1534.059516,7.968358835,50,43,88,29.64
15-08-2018 3.50,1425.362345,1873.273682,8.560512066,72,66,83,29.49
15-08-2018 4.20,850.8404948,1055.515141,7.08121109,72,66,83,29.49
15-08-2018 4.50,833.6983032,1046.509736,7.064752102,70,66,88,29.49
15-08-2018 5.20,634.7383932,849.3052748,6.594884396,70,66,88,29.49
15-08-2018 5.50,424.5266012,611.3877098,5.957483292,70,64,83,29.49
15-08-2018 6.20,538.9166667,789.2713502,6.433497429,70,64,83,29.49
15-08-2018 6.50,526.2346395,762.4270029,6.384080569,73,66,78,29.49
15-08-2018 7.20,577.5619303,795.5042127,6.469491005,73,66,78,29.49
15-08-2018 7.50,367.034373,437.8655506,5.334814389,73,66,78,29.49
15-08-2018 8.20,341.2812907,438.597873,5.37524875,73,66,78,29.49
15-08-2018 8.50,246.5127716,319.7416457,4.921360493,75,68,78,29.49
15-08-2018 9.20,230.1307678,277.2588995,4.69268926,77,66,69,29.49
15-08-2018 9.50,604.625814,686.5975766,6.008912245,81,66,61,29.49
15-08-2018 10.20,746.180603,819.8643436,6.489755631,82,64,54,29.49
15-08-2018 10.50,901.2472331,879.3785341,6.682781696,82,64,54,29.49
15-08-2018 11.20,982.3983764,1030.028027,7.028192361,84,63,48,29.49
15-08-2018 11.50,1048.966431,1155.909765,7.293034395,86,64,48,29.49
15-08-2018 12.20,1281.861654,1408.074726,7.781690439,86,64,48,29.49
15-08-2018 12.50,1264.104004,1437.47348,7.827995777,86,63,45,29.49
15-08-2018 13.20,1203.873006,1365.874229,7.704631329,86,64,48,29.49
15-08-2018 13.50,1074.565674,1213.944354,7.412990252,86,64,48,29.49
15-08-2018 14.20,1074.598979,1198.178062,7.379017194,86,64,48,29.46
15-08-2018 14.50,1015.774943,1110.313796,7.200306416,86,66,51,29.46
15-08-2018 15.20,807.5077311,940.4708948,6.827406883,84,66,55,29.46
15-08-2018 15.50,1243.622294,1499.420487,7.911229134,84,66,55,29.46
15-08-2018 16.20,1582.570679,1921.573314,8.64985021,84,64,51,29.46
15-08-2018 16.50,1463.983968,1800.353524,8.454713186,82,66,58,29.46
15-08-2018 17.20,1552.690308,1912.688652,8.635849317,82,64,54,29.46
15-08-2018 17.50,1536.241659,1969.800827,8.727139473,81,64,58,29.46
15-08-2018 18.20,1500.66333,1919.873118,8.64698569,81,64,58,29.46
15-08-2018 18.50,1382.975993,1817.533732,8.481302261,79,66,65,29.46
15-08-2018 19.20,912.150879,1173.812299,7.296868642,77,66,69,29.49
15-08-2018 19.50,567.5003865,737.6950823,6.320725918,77,68,74,29.49
15-08-2018 20.20,540.2583415,750.5038428,6.351702054,75,68,78,29.49
15-08-2018 20.50,448.6585286,620.3418341,5.986911933,75,68,78,29.49
15-08-2018 21.20,679.7788086,925.7630503,6.782088916,75,70,83,29.49
