Date,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
14-06-2018 22.20,1370.197998,8.067155838,1568.685462
14-06-2018 22.30,1244.483032,7.88519001,1464.951165
14-06-2018 22.40,1027.258057,7.372635841,1192.971442
14-06-2018 22.50,903.2213745,7.088452816,1056.309031
14-06-2018 23.00,836.4962158,6.958981991,997.6303413
14-06-2018 23.10,1032.475952,7.453810215,1234.125433
14-06-2018 23.20,1057.974976,7.68642807,1355.868472
14-06-2018 23.30,1212.258057,8.114073753,1595.983037
14-06-2018 23.40,1184.776978,7.96629715,1510.755894
14-06-2018 23.50,1235.531982,7.978188038,1517.530708
15-06-2018 0.00,1371.266968,8.234597206,1667.065353
15-06-2018 0.10,1531.012939,8.543357849,1854.797495
15-06-2018 0.20,1701.900024,9.043539047,2172.095895
15-06-2018 0.30,1830.014038,9.33276844,2360.335784
15-06-2018 0.40,1798.66394,9.290299416,2332.560471
15-06-2018 0.50,1807.274048,9.320275307,2352.161385
15-06-2018 1.00,1667.223022,8.995099068,2140.831938
15-06-2018 1.10,1421.343018,8.423556328,1781.068924
15-06-2018 1.20,1289.896973,8.170026779,1628.815126
15-06-2018 1.30,1324.369019,8.169016838,1628.219896
15-06-2018 1.40,1136.401001,7.756350994,1393.709888
15-06-2018 1.50,1152.98999,7.780800819,1407.080923
15-06-2018 2.00,1333.541992,8.198031425,1645.35785
15-06-2018 2.10,1257.886963,7.998336792,1529.044391
15-06-2018 2.20,1230.328003,7.920605183,1484.863573
15-06-2018 2.30,1166.859009,7.834879875,1436.904769
15-06-2018 2.40,944.0479736,7.331264019,1172.370744
15-06-2018 2.50,918.0100098,7.286156178,1150.190883
15-06-2018 3.00,954.9180908,7.317100048,1165.374868
15-06-2018 3.10,966.065979,7.329379082,1171.43807
15-06-2018 3.20,964.6381836,7.370109081,1191.706109
15-06-2018 3.30,1071.850952,7.514082909,1265.2332
15-06-2018 3.40,1172.68396,7.897936821,1472.102202
15-06-2018 3.50,1136.855957,7.784574032,1409.150713
15-06-2018 4.00,1079.612061,7.724833965,1376.579574
15-06-2018 4.10,1036.133057,7.628667831,1325.065897
15-06-2018 4.20,780.9938965,6.869038105,958.1078075
15-06-2018 4.30,771.5751953,6.940749168,989.5376878
15-06-2018 4.40,966.2307739,7.394382954,1203.900637
15-06-2018 4.50,877.4321289,7.115357876,1068.775326
15-06-2018 5.00,828.0980225,7.068767071,1047.247928
15-06-2018 5.10,778.2526855,7.010611057,1020.772666
15-06-2018 5.20,856.8967896,7.219390869,1117.889052
15-06-2018 5.30,908.6704712,7.343910217,1178.641404
15-06-2018 5.40,1108.322998,7.999436855,1529.674226
15-06-2018 5.50,1149.802979,8.011350632,1536.503439
15-06-2018 6.00,1054.373047,7.635488987,1328.681549
15-06-2018 6.10,992.8706055,7.452548981,1233.478443
15-06-2018 6.20,1028.605957,7.443419933,1228.802605
15-06-2018 6.30,998.9746704,7.300453186,1157.189396
15-06-2018 6.40,947.0117188,7.111674786,1067.063148
15-06-2018 6.50,876.8798828,6.986321926,1009.843296
15-06-2018 7.00,737.6212158,6.763393879,912.9415357
15-06-2018 7.10,661.2479248,6.502499104,806.9688005
15-06-2018 7.20,582.0515137,6.281075954,722.9858395
15-06-2018 7.30,549.6853027,6.044525146,639.1117478
15-06-2018 7.40,863.0250244,7.05384016,1040.410896
15-06-2018 7.50,932.8477783,7.13893795,1079.779786
15-06-2018 8.00,895.576416,7.098474979,1060.941599
15-06-2018 8.10,752.8408203,6.706274986,889.0722155
15-06-2018 8.20,919.6499023,7.159310818,1089.347274
15-06-2018 8.30,767.6483154,6.795608044,926.5727814
15-06-2018 8.40,663.5427246,6.299210072,729.6634344
15-06-2018 8.50,513.177124,5.863553047,579.9187069
15-06-2018 9.00,725.2260742,6.726274014,897.3861713
15-06-2018 9.10,627.6923828,6.417593956,774.1319254
15-06-2018 9.20,627.8303223,6.113583088,662.9789413
15-06-2018 9.30,413.1521912,5.512632847,472.6413153
15-06-2018 9.40,259.1695862,4.936692238,320.5979337
15-06-2018 9.50,314.5321045,5.307618141,415.3223979
15-06-2018 10.00,193.6045074,4.32542181,185.9333579
15-06-2018 10.10,228.6459045,4.80407095,289.2850033
15-06-2018 10.20,65.87941742,3.601294994,64.16589344
15-06-2018 10.30,5.359530926,2.371421099,0
15-06-2018 10.40,0,2.126817942,0
15-06-2018 10.50,0,1.781929016,0
15-06-2018 11.00,0,2.26294589,0
15-06-2018 11.10,0,1.732365966,0
15-06-2018 11.20,0,1.730067968,0
15-06-2018 11.30,0,1.575652003,0
15-06-2018 11.40,0,1.076383948,0
15-06-2018 11.50,0,2.198168993,0
15-06-2018 12.00,0,1.068735957,0
15-06-2018 12.10,0,0.762660027,0
15-06-2018 12.20,0,1.553701043,0
15-06-2018 12.30,0,2.041887045,0
15-06-2018 12.40,0,1.924139977,0
15-06-2018 12.50,0,2.572952986,0
15-06-2018 13.00,0,4.073138237,136.699053
15-06-2018 13.10,0,3.040967941,17.4452439
15-06-2018 13.20,42.03961182,4.034676075,129.464844
15-06-2018 13.30,169.4039001,4.625496864,249.0461765
15-06-2018 13.40,47.06097031,3.282423019,31.41855757
15-06-2018 13.50,161.3088989,4.51764822,225.7446049
15-06-2018 14.00,1626.25,8.529232979,1846.050931
15-06-2018 14.10,2673.083984,10.84599018,3215.311873
15-06-2018 14.20,3057.711914,12.13741016,3541.719263
15-06-2018 14.30,3185.051025,12.95353031,3597.718907
15-06-2018 14.40,1782.63501,9.461302757,2444.584355
15-06-2018 14.50,874.3242188,7.324569225,1169.060453
15-06-2018 15.00,356.5062866,5.566154957,488.2334184
15-06-2018 15.10,102.9054031,4.190915108,159.2854274
15-06-2018 15.20,1.02579999,2.332485914,0
15-06-2018 15.30,0,1.215847015,0
15-06-2018 15.40,0,2.244473934,0
15-06-2018 15.50,0,3.555614948,58.476316
15-06-2018 16.00,0,0.884856284,0
15-06-2018 16.10,0,2.277673006,0
15-06-2018 16.20,0,2.001817942,0
15-06-2018 16.30,0,1.980525017,0
15-06-2018 16.40,0,1.692957997,0
15-06-2018 16.50,0,1.446418047,0
15-06-2018 17.00,0,3.568545103,60.05292604
15-06-2018 17.10,86.07736206,4.188663006,158.847184
15-06-2018 17.20,135.8271942,4.355200768,191.9634169
15-06-2018 17.30,46.64825058,3.892399073,108.2668587
15-06-2018 17.40,0.153733298,2.799141884,0
15-06-2018 17.50,0,3.478178978,49.59413809
15-06-2018 18.00,0,2.206615925,0
15-06-2018 18.10,0,2.578758955,0
15-06-2018 18.20,0,2.113370895,0
15-06-2018 18.30,0,1.774737,0
15-06-2018 18.40,0,2.024586916,0
15-06-2018 18.50,0,1.271293998,0
15-06-2018 19.00,0,1.42880702,0
15-06-2018 19.10,0,2.653115034,0
15-06-2018 19.20,0,3.112185001,20.59675801
15-06-2018 19.30,0,2.338304043,0
15-06-2018 19.40,0,6.179391861,686.1974602
15-06-2018 19.50,838.444397,8.356450081,1740.245397
15-06-2018 20.00,652.734375,6.622901917,854.9104188
15-06-2018 20.10,1597.734985,8.421365738,1779.730725
15-06-2018 20.20,3541.853027,16.83865929,3600
15-06-2018 20.30,3604.48999,17.06652069,3600
15-06-2018 20.40,3604.468994,16.24143982,3600
15-06-2018 20.50,3603.650879,14.80445004,3600
15-06-2018 21.00,3329.676025,12.25386047,3556.022077
15-06-2018 21.10,2574.766113,10.65003014,3134.358434
15-06-2018 21.20,1710.401001,8.353581429,1738.508288
15-06-2018 21.30,971.8718872,6.459984779,790.4271353
15-06-2018 21.40,311.6176147,5.163633823,377.2398772
15-06-2018 21.50,328.1507874,5.259654045,402.4433704
15-06-2018 22.00,356.1827087,5.281929016,408.4001734
15-06-2018 22.10,453.3304138,5.693128109,526.3108324
15-06-2018 22.20,1842.991943,9.228667259,2292.322249
15-06-2018 22.30,1702.994019,9.007058144,2148.542008
15-06-2018 22.40,1716.395996,9.109874725,2215.050253
15-06-2018 22.50,1961.152954,9.513165474,2450.287977
15-06-2018 23.00,1973.29895,9.659748077,2561.732433
15-06-2018 23.10,1517.69104,8.919503212,2092.232862
15-06-2018 23.20,1966.114014,9.786456108,2652.015986
15-06-2018 23.30,2700.207031,11.13860989,3319.216543
15-06-2018 23.40,2913.608887,11.56243992,3436.869573
15-06-2018 23.50,3376.865967,12.73666954,3592.602509
16-06-2018 0.00,3225.687988,12.35151005,3566.329357
16-06-2018 0.10,2550.123047,11.04240036,3287.207688
16-06-2018 0.20,2254.143066,10.15054989,2882.212648
16-06-2018 0.30,1950.128052,9.312092781,2346.809107
16-06-2018 0.40,1585.212036,8.487688065,1820.406789
16-06-2018 0.50,1410.27002,8.162674904,1624.484318
16-06-2018 1.00,2074.385986,9.48426342,2459.6562
16-06-2018 1.10,1413.005005,7.972858906,1514.492594
16-06-2018 1.20,1109.329956,7.511781216,1264.049179
16-06-2018 1.30,894.8735962,7.100530148,1061.893195
16-06-2018 1.40,754.7932129,6.681137085,878.6878037
16-06-2018 1.50,897.468689,7.149931908,1084.935844
16-06-2018 2.00,977.119873,7.480989933,1248.127059
16-06-2018 2.10,1349.868042,8.411588669,1773.762572
16-06-2018 2.20,1343.406982,8.330322266,1724.448581
16-06-2018 2.30,1318.666016,7.993391991,1526.21483
16-06-2018 2.40,877.5408936,6.922326088,981.4026195
16-06-2018 2.50,400.3450012,5.577902794,491.6917211
16-06-2018 3.00,203.5953979,4.746621132,276.1057456
16-06-2018 3.10,74.32396698,3.91829896,112.8474051
16-06-2018 3.20,-0.734467685,2.387998104,0
16-06-2018 3.30,0,2.833372116,0
16-06-2018 3.40,0,2.517904043,0
16-06-2018 3.50,0,2.81410408,0
16-06-2018 4.00,19.58008957,3.280736923,31.28863915
16-06-2018 4.10,0,2.57553196,0
16-06-2018 4.20,0,2.080060959,0
16-06-2018 4.30,0,2.688906908,0
16-06-2018 4.40,0,2.294471025,0
16-06-2018 4.50,0,1.507923961,0
16-06-2018 5.00,0,3.22864604,27.49899421
16-06-2018 5.10,4.413472176,3.309494972,33.56681014
16-06-2018 5.20,61.13481903,3.89466691,108.6636515
16-06-2018 5.30,148.9485016,4.521697044,226.6064085
16-06-2018 5.40,298.9110107,5.296520233,412.3250226
16-06-2018 5.50,170.5536957,4.566899776,236.2959876
16-06-2018 6.00,305.5997925,5.242284775,397.8275025
16-06-2018 6.10,434.3038025,5.800632,559.7845353
16-06-2018 6.20,580.6047974,6.282156944,723.3829025
16-06-2018 6.30,999.0073242,7.475933075,1245.513461
16-06-2018 6.40,1108.329956,7.799139977,1417.156539
16-06-2018 6.50,1568.915039,8.561606407,1866.117998
16-06-2018 7.00,1414.593994,8.413847923,1775.141016
16-06-2018 7.10,705.1171265,6.544002056,823.3105753
16-06-2018 7.20,635.1743164,6.587638855,840.7005149
16-06-2018 7.30,589.5872192,6.074080944,649.2641913
16-06-2018 7.40,1209.503052,8.28269577,1695.80005
16-06-2018 7.50,1120.672974,7.912916183,1480.528658
16-06-2018 8.00,898.4379272,7.173141003,1095.874008
16-06-2018 8.10,587.8203735,6.20511198,695.3979369
16-06-2018 8.20,156.1441956,4.13093996,147.7002687
16-06-2018 8.30,231.2938995,4.564627171,235.8058291
16-06-2018 8.40,62.4933815,3.43148303,44.70166541
16-06-2018 8.50,435.1362915,5.766759872,549.1128561
16-06-2018 9.00,495.9855957,5.771668911,550.6523104
16-06-2018 9.10,648.263916,6.437121868,781.6140121
16-06-2018 9.20,703.989502,6.384726048,761.6328847
16-06-2018 9.30,452.9664917,5.505256176,470.5132043
16-06-2018 9.40,348.0393066,5.38253212,435.834285
16-06-2018 9.50,369.9530029,5.187664986,383.4762252
16-06-2018 10.00,667.0136719,6.377061844,758.7352859
16-06-2018 10.10,308.8609924,4.40115881,201.3663019
16-06-2018 10.20,389.973999,5.014563084,339.585342
16-06-2018 10.30,632.3098145,6.357299805,751.2933672
16-06-2018 10.40,454.204895,5.679172993,522.0496542
16-06-2018 10.50,188.846405,4.435945988,208.563318
16-06-2018 11.00,202.4118958,4.615681171,246.8952201
16-06-2018 11.10,226.1096954,4.703918934,266.4551769
16-06-2018 11.20,398.5780029,5.578218937,491.7849666
16-06-2018 11.30,410.3374939,5.7415061,541.2315859
16-06-2018 11.40,378.1564941,5.467774868,459.7773591
16-06-2018 11.50,414.4451904,5.703148842,529.3824408
16-06-2018 12.00,346.5740967,5.338263988,423.6544162
16-06-2018 12.10,238.4371948,4.804339886,289.3472349
16-06-2018 12.20,169.9398956,4.355353832,191.9945377
16-06-2018 12.30,108.6175003,4.080915928,138.1702049
16-06-2018 12.40,418.5723877,5.623367786,505.1989745
16-06-2018 12.50,440.6980896,5.87547493,583.7795957
16-06-2018 13.00,485.7650146,6.106856823,660.6318721
16-06-2018 13.10,392.0602112,5.577545166,491.5862512
16-06-2018 13.20,364.9664001,5.591310024,495.6544502
16-06-2018 13.30,379.3187866,5.589673996,495.1699825
16-06-2018 13.40,594.572876,6.435030937,780.8108753
16-06-2018 13.50,111.4327011,4.218237877,164.622603
16-06-2018 14.00,78.28752136,3.884407997,106.8752563
16-06-2018 14.10,51.59975052,3.4614079,47.7968328
16-06-2018 14.20,192.1492004,4.712656975,268.4199947
16-06-2018 14.30,156.028595,4.615460873,246.8470155
16-06-2018 14.40,37.93445969,3.354767084,37.42132141
16-06-2018 14.50,2292.077881,12.68974972,3590.595372
16-06-2018 15.00,3603.194092,18.18005943,3600
16-06-2018 15.10,3603.676025,17.65321922,3600
16-06-2018 15.20,3618.73291,17.91427994,3600
16-06-2018 15.30,1307.684332,7.557952236,1492.175463
16-06-2018 15.40,0,0,0
16-06-2018 15.50,0,17.41128922,3600
16-06-2018 16.00,1148.36499,17.39706039,3600
16-06-2018 16.10,3482.437012,15.3305397,3600
16-06-2018 16.20,3602.768066,15.60416985,3600
16-06-2018 16.30,3602.896973,15.48029995,3600
16-06-2018 16.40,3602.698975,15.58444023,3600
16-06-2018 16.50,3570.019043,12.86260033,3596.399477
16-06-2018 17.00,1879.509033,12.05609989,3530.405376
16-06-2018 17.10,2741.906982,11.09189987,3303.932997
16-06-2018 17.20,2546.085938,10.01226997,2799.707558
16-06-2018 17.30,2847.298096,11.03979969,3286.313746
16-06-2018 17.40,1735.740967,9.066596031,2187.008373
16-06-2018 17.50,592.7869263,5.956552982,610.4315786
16-06-2018 18.00,9.812464714,3.352539063,37.22395325
16-06-2018 18.10,111.7996979,4.238666058,168.637834
16-06-2018 18.20,147.7702942,4.484582901,218.7435324
16-06-2018 18.30,3.800551891,1.956117988,0
16-06-2018 18.40,21.14834023,3.254735947,29.34278249
16-06-2018 18.50,26.09676933,3.310493946,33.64832552
16-06-2018 19.00,0,2.615104914,0
16-06-2018 19.10,7.660558224,3.6222229,66.88403983
16-06-2018 19.20,0.154133201,2.734646082,0
16-06-2018 19.30,0,2.27696991,0
16-06-2018 19.40,0,3.210093021,26.2541029
16-06-2018 19.50,53.9224205,3.929075003,114.7848289
16-06-2018 20.00,6.298222065,2.431977987,0
16-06-2018 20.10,0,1.282407045,0
16-06-2018 20.20,0,1.997009039,0
16-06-2018 20.30,0,1.786605954,0
16-06-2018 20.40,0,1.310258031,0
16-06-2018 20.50,0,0.762146175,0
16-06-2018 21.00,0,0.916666389,0
16-06-2018 21.10,0,1.531857967,0
16-06-2018 21.20,0,2.18657589,0
16-06-2018 21.30,0,2.001527071,0
16-06-2018 21.40,0,2.687952042,0
16-06-2018 21.50,0,2.332314968,0
16-06-2018 22.00,0,1.067916989,0
16-06-2018 22.10,0,0.968505621,0
16-06-2018 22.20,0,1.886029005,0
16-06-2018 22.30,0,1.728970051,0
16-06-2018 22.40,0,1.275303006,0
16-06-2018 22.50,0,2.373050928,0
16-06-2018 23.00,0,2.084419966,0
16-06-2018 23.10,0,2.468748093,0
16-06-2018 23.20,0,2.23683691,0
16-06-2018 23.30,0,2.826960087,0
16-06-2018 23.40,0,3.098639965,19.9348663
16-06-2018 23.50,0,3.495249987,51.46980351
17-06-2018 0.00,8.487272263,4.212348938,163.4690741
17-06-2018 0.10,32.17737961,3.457890034,47.42554372
17-06-2018 0.20,154.8937988,4.493473053,220.6194425
17-06-2018 0.30,134.9181061,4.239293098,168.7614206
17-06-2018 0.40,0.462265998,2.89248395,0
17-06-2018 0.50,0,2.010998964,0
17-06-2018 1.00,0,3.322007895,34.59937935
17-06-2018 1.10,2.120068073,3.02017498,16.67816175
17-06-2018 1.20,-0.628802896,2.935404062,0
17-06-2018 1.30,0,2.62364006,0
17-06-2018 1.40,18.07811928,3.706513882,78.54139341
17-06-2018 1.50,152.6307983,4.50440979,222.9336874
17-06-2018 2.00,138.4105072,4.407677174,202.7095896
17-06-2018 2.10,114.7310028,4.208457947,162.7078712
17-06-2018 2.20,89.39916229,4.024116039,127.4903982
17-06-2018 2.30,163.3426056,4.572752953,237.5598868
17-06-2018 2.40,212.2449036,4.858622074,302.0122148
17-06-2018 2.50,144.4210052,4.421822071,205.6328825
17-06-2018 3.00,164.7371979,4.445143223,210.4777731
17-06-2018 3.10,149.8970032,4.49718523,221.404146
17-06-2018 3.20,105.9298019,3.960237026,120.4919966
17-06-2018 3.30,41.95949936,3.531300068,55.58398315
17-06-2018 3.40,62.81996918,3.653634071,71.09529022
17-06-2018 3.50,35.33721924,3.364500046,38.29282413
17-06-2018 4.00,10.15530014,2.996073008,0
17-06-2018 4.10,24.22168922,3.332290888,35.46668714
17-06-2018 4.20,67.27754974,3.991611004,126.3949428
17-06-2018 4.30,249.2917023,4.980351925,331.1873499
17-06-2018 4.40,285.6965027,5.270780087,405.4134603
17-06-2018 4.50,262.6029968,5.040834904,346.0951092
17-06-2018 5.00,45.63896942,3.45459199,47.07925382
17-06-2018 5.10,73.88651276,3.774178028,88.72182644
17-06-2018 5.20,95.4620285,3.938421965,116.4803656
17-06-2018 5.30,9.645407677,3.006280899,16.20414474
17-06-2018 5.40,0,3.153938055,22.82177174
17-06-2018 5.50,0,2.141916037,0
17-06-2018 6.00,0,2.857332945,0
17-06-2018 6.10,95.23396301,4.825592995,294.2811948
17-06-2018 6.20,496.0975952,6.136481762,671.0054737
17-06-2018 6.30,608.8353882,6.37976408,759.7561875
17-06-2018 6.40,264.5570984,4.823628902,293.8238969
17-06-2018 6.50,21.95097923,3.333210945,35.54511296
17-06-2018 7.00,0,2.779177904,0
17-06-2018 7.10,0,1.884745955,0
17-06-2018 7.20,0,1.655491948,0
17-06-2018 7.30,0,1.573922038,0
17-06-2018 7.40,0,2.292267084,0
17-06-2018 7.50,0,2.672131062,0
17-06-2018 8.00,0,2.436999083,0
17-06-2018 8.10,0,3.311475992,33.72861525
17-06-2018 8.20,57.91329956,4.056706905,133.6002617
17-06-2018 8.30,221.4414978,4.937125206,320.7022511
17-06-2018 8.40,68.93054199,3.68464303,75.40746327
17-06-2018 8.50,0,2.497009993,0
17-06-2018 9.00,0,2.804240942,0
17-06-2018 9.10,0,2.144068003,0
17-06-2018 9.20,0,1.534631968,0
17-06-2018 9.30,0,2.165143013,0
17-06-2018 9.40,0,2.590754032,0
17-06-2018 9.50,0,2.752373934,0
17-06-2018 10.00,64.49703979,4.13468504,148.4185449
17-06-2018 10.10,150.9819031,4.378449917,196.7053161
17-06-2018 10.20,125.0353012,4.013717175,125.5509662
17-06-2018 10.30,168.5108032,4.322043896,185.2524136
17-06-2018 10.40,28.55661964,3.23989296,28.28046527
17-06-2018 10.50,12.70917034,2.948082924,0
17-06-2018 11.00,123.6791992,3.964276075,121.2431024
17-06-2018 11.10,123.1957016,4.380095005,197.0419928
17-06-2018 11.20,0,5.31159687,416.3995643
17-06-2018 11.30,0,4.147646904,150.9097684
17-06-2018 11.40,0,2.887851,0
17-06-2018 11.50,0,2.465837955,0
17-06-2018 12.00,0,2.258193016,0
17-06-2018 12.10,0,2.442373991,0
17-06-2018 12.20,0,1.972162008,0
17-06-2018 12.30,0,1.972712994,0
17-06-2018 12.40,0,1.677117944,0
17-06-2018 12.50,0,0.621661425,0
17-06-2018 13.00,0,1.548400044,0
17-06-2018 13.10,0,1.328850985,0
17-06-2018 13.20,0,1.137230992,0
17-06-2018 13.30,0,1.689815044,0
17-06-2018 13.40,0,1.50238502,0
17-06-2018 13.50,0,2.086154938,0
17-06-2018 14.00,0,1.473701954,0
17-06-2018 14.10,0,2.128633976,0
17-06-2018 14.20,0,1.782209039,0
17-06-2018 14.30,0,2.719657898,0
17-06-2018 14.40,0,2.170274019,0
17-06-2018 14.50,0,2.379434109,0
17-06-2018 15.00,0,2.909746885,0
17-06-2018 15.10,0,2.217680931,0
17-06-2018 15.20,0,1.529571056,0
17-06-2018 15.30,0,1.493324041,0
17-06-2018 15.40,0,1.784144998,0
17-06-2018 15.50,0,1.887119055,0
17-06-2018 16.00,0,2.390850067,0
17-06-2018 16.10,0,2.457672119,0
17-06-2018 16.20,0,3.428066969,44.3574494
17-06-2018 16.30,75.27194977,4.093272209,140.5131994
17-06-2018 16.40,33.67776871,3.573307037,60.64030192
17-06-2018 16.50,35.45555115,3.695739031,76.98787291
17-06-2018 17.00,55.47177887,3.862215042,103.0640637
17-06-2018 17.10,1.47013402,2.936350107,0
17-06-2018 17.20,0,2.535742044,0
17-06-2018 17.30,0,3.302484989,32.99929315
17-06-2018 17.40,62.3670311,4.005715847,124.0619582
17-06-2018 17.50,67.06359863,3.906630993,110.7705724
17-06-2018 18.00,10.90592003,3.281426907,31.34174931
17-06-2018 18.10,0,3.194242954,25.23420056
17-06-2018 18.20,0,3.233966112,27.86612692
17-06-2018 18.30,0,3.171334028,23.83111684
17-06-2018 18.40,0,2.642060995,0
17-06-2018 18.50,0,3.016046047,16.53407156
17-06-2018 19.00,0,2.64497304,0
17-06-2018 19.10,0,2.936805964,0
17-06-2018 19.20,0,2.716305971,0
17-06-2018 19.30,0,2.647495985,0
17-06-2018 19.40,4.656146049,3.624916077,67.23892268
17-06-2018 19.50,2.347470045,3.21517396,26.58955335
17-06-2018 20.00,0,2.947020054,0
17-06-2018 20.10,0,3.391139984,40.75571847
17-06-2018 20.20,0,2.641613007,0
17-06-2018 20.30,0,2.008819103,0
17-06-2018 20.40,0,2.570497036,0
17-06-2018 20.50,0,2.714936972,0
17-06-2018 21.00,0,2.677566051,0
17-06-2018 21.10,0,2.957751036,0
17-06-2018 21.20,0,2.498562098,0
17-06-2018 21.30,0,2.511707067,0
17-06-2018 21.40,0,2.902448893,0
17-06-2018 21.50,0,2.72659111,0
17-06-2018 22.00,0,2.869184017,0
17-06-2018 22.10,0,2.282985926,0
17-06-2018 22.20,0,1.771687031,0
17-06-2018 22.30,0,1.22556603,0
17-06-2018 22.40,0,1.237177014,0
17-06-2018 22.50,0,1.587586045,0
17-06-2018 23.00,0,1.697679996,0
17-06-2018 23.10,0,2.464061975,0
17-06-2018 23.20,0,3.090085983,19.53199022
17-06-2018 23.30,0,2.839744091,0
17-06-2018 23.40,0,2.640621901,0
17-06-2018 23.50,0,3.309642076,33.57880369
18-06-2018 0.00,0,3.305421114,33.2360402
18-06-2018 0.10,0,2.997031927,0
18-06-2018 0.20,0,2.9155581,0
18-06-2018 0.30,0,2.613667965,0
18-06-2018 0.40,0,2.266927004,0
18-06-2018 0.50,0,2.502229929,0
18-06-2018 1.00,0,3.277779102,31.06182965
18-06-2018 1.10,0,3.072418928,18.73696579
18-06-2018 1.20,0,3.285164118,31.6307377
18-06-2018 1.30,0,2.869004011,0
18-06-2018 1.40,0,2.695077896,0
18-06-2018 1.50,0,2.215449095,0
18-06-2018 2.00,0,2.105195045,0
18-06-2018 2.10,0,1.530581951,0
18-06-2018 2.20,0,1.328533053,0
18-06-2018 2.30,0,1.335651994,0
18-06-2018 2.40,0,1.395007014,0
18-06-2018 2.50,0,1.782266021,0
18-06-2018 3.00,0,1.643051982,0
18-06-2018 3.10,0,1.915667057,0
18-06-2018 3.20,0,1.734668016,0
18-06-2018 3.30,0,2.020008087,0
18-06-2018 3.40,0,1.569780946,0
18-06-2018 3.50,0,1.360831976,0
18-06-2018 4.00,0,1.168079019,0
18-06-2018 4.10,0,1.172562957,0
18-06-2018 4.20,0,1.442734957,0
18-06-2018 4.30,0,1.450598001,0
18-06-2018 4.40,0,1.20878005,0
18-06-2018 4.50,0,1.995054007,0
18-06-2018 5.00,0,1.621397972,0
18-06-2018 5.10,0,1.962275028,0
18-06-2018 5.20,0,2.070504904,0
18-06-2018 5.30,0,1.386644959,0
18-06-2018 5.40,0,1.645051956,0
18-06-2018 5.50,0,2.097615004,0
18-06-2018 6.00,0,2.160516024,0
18-06-2018 6.10,0,2.851893902,0
18-06-2018 6.20,0,2.680419922,0
18-06-2018 6.30,0,3.277093887,31.00948619
18-06-2018 6.40,0,2.290394068,0
18-06-2018 6.50,0,2.196923971,0
18-06-2018 7.00,0,2.142911911,0
18-06-2018 7.10,0,2.205264091,0
18-06-2018 7.20,0,3.232611895,27.77224411
18-06-2018 7.30,0,1.868136048,0
18-06-2018 7.40,0,2.626383066,0
18-06-2018 7.50,0,1.769636035,0
18-06-2018 8.00,0,2.185715914,0
18-06-2018 8.10,0,2.353198051,0
18-06-2018 8.20,0,2.287751913,0
18-06-2018 8.30,0,1.845556021,0
18-06-2018 8.40,0,1.68166697,0
18-06-2018 8.50,0,2.143752098,0
18-06-2018 9.00,0,2.445125103,0
18-06-2018 9.10,0,1.822190046,0
18-06-2018 9.20,0,3.097490072,19.88002745
18-06-2018 9.30,0,2.937227964,0
18-06-2018 9.40,0,3.433012009,44.85633625
18-06-2018 9.50,0,2.41950798,0
18-06-2018 10.00,0,2.415250063,0
18-06-2018 10.10,0,2.977610111,0
18-06-2018 10.20,0,2.066236019,0
18-06-2018 10.30,0,3.004110098,16.13287456
18-06-2018 10.40,0,2.931534052,0
18-06-2018 10.50,0,2.724939108,0
18-06-2018 11.00,0,2.753647089,0
18-06-2018 11.10,0,2.408960104,0
18-06-2018 11.20,0,3.024815083,16.84334571
18-06-2018 11.30,0,2.76762104,0
18-06-2018 11.40,50.71620178,4.335192204,187.9064436
18-06-2018 11.50,42.47468185,3.516134977,53.82794446
18-06-2018 12.00,102.1966019,3.835824013,98.63451083
18-06-2018 12.10,110.8963013,4.12066412,145.732911
18-06-2018 12.20,66.13699341,3.645121098,69.93837356
18-06-2018 12.30,84.68982697,3.788172007,90.91871317
18-06-2018 12.40,145.8280029,4.328674793,186.5897045
18-06-2018 12.50,82.15602875,3.632823944,68.28765775
18-06-2018 13.00,26.53430939,3.362449884,38.1079898
18-06-2018 13.10,4.120196819,3.030550957,17.05229949
18-06-2018 13.20,87.22853088,3.849831104,100.9716278
18-06-2018 13.30,223.7185059,4.767099857,280.7776449
18-06-2018 13.40,131.5868988,4.191627026,159.4240146
18-06-2018 13.50,113.7654037,4.048070908,131.9765635
18-06-2018 14.00,267.6184082,4.87093401,304.9139224
18-06-2018 14.10,390.1319885,5.438775063,451.558668
18-06-2018 14.20,436.1075134,5.784009933,554.533131
18-06-2018 14.30,341.6802063,5.35343504,427.8092529
18-06-2018 14.40,409.6488037,5.555679798,485.1607205
18-06-2018 14.50,366.541687,5.380673885,435.3195553
18-06-2018 15.00,424.4385071,5.629090786,506.91322
18-06-2018 15.10,355.8580933,5.334299088,422.5718626
18-06-2018 15.20,290.6126099,5.091316223,358.7539011
18-06-2018 15.30,288.9653931,5.073215008,354.1918908
18-06-2018 15.40,295.3814087,5.104255199,362.0307213
18-06-2018 15.50,216.0702972,4.759444237,279.0277855
18-06-2018 16.00,208.7404022,4.73226881,272.8484754
18-06-2018 16.10,100.1866989,4.037557125,130.0043956
18-06-2018 16.20,99.13291931,4.083943844,138.7436971
18-06-2018 16.30,187.9734039,4.695930004,264.6632483
18-06-2018 16.40,189.1820984,4.687991142,262.88674
18-06-2018 16.50,380.0664063,5.529729843,477.5930175
